,lambda1,lambda2,lambda3,mu1,mu2,mu3,q12,q13,q21,q23,q31,q32
66,0.25644905372057103,0.641697015622631,0.306741284956224,0.0246780836686028,0.19965413611125898,0.19793345552188002,0.14311559051275302,0.12331437785178401,0.38121927138418,0.83810978718102,0.8554335730150341,0.20212843399494898
67,0.370082436352968,0.6246292178519071,0.6971268039639109,0.0200194190632331,0.0115651676925419,0.48266770460484704,0.7464155055582521,0.246264798007905,0.560823523998261,0.163497194088995,0.643998341821134,0.710938166826963
68,0.129985731793568,0.336264465320855,0.45214132803957896,0.0575982497993569,0.193001711595135,0.300924782340765,0.366871193423867,0.45713884811848404,0.364876097068191,0.7655900796875359,0.733736473508179,0.205844970978797
69,0.399797919997945,0.344699012816418,0.110545677875634,0.245581063574777,0.31332418590087896,0.0324269377369263,0.73797037564218,0.731662127934396,0.76620033737272,0.572588132508099,0.44218690786510706,0.881039133481681
70,0.121219203013461,0.236238548674155,0.7010813373280689,0.0767736304887059,0.00535271619276117,0.16126374249450198,0.866829818673432,0.6663988245651129,0.66783791128546,0.6738205678761011,0.4662429448217151,0.22940623760223397
71,0.513798862244003,0.176270834605675,0.326101111320313,0.217743305595698,0.0416175446009437,0.0352933200096233,0.27153056301176504,0.3417540859431031,0.492907031625509,0.302441067434847,0.175847408361733,0.328701758757234
72,0.225593053249177,0.142299340425525,0.24165142051642802,0.0362339839337768,0.0148532636522942,0.199625493699987,0.223411499895155,0.513246871344745,0.461686260811985,0.635931167565286,0.48268552031368,0.134156258590519
73,0.36353789312765,0.585711135615129,0.315686970525421,0.25694575081630605,0.330581294392794,0.27757201090526196,0.307224788330495,0.7909722173586491,0.298408683389425,0.495907131023705,0.850383438915014,0.25656254328787303
74,0.35195153636392207,0.140529559405986,0.49775615547318,0.0643473307187604,0.024600213197032005,0.413787762839557,0.8693889711052181,0.5794017791748051,0.811033166944981,0.48425883390009394,0.422472467273474,0.7625545192509889
75,0.494820337079,0.36891141673317207,0.345342200335581,0.31201214165317404,0.10102781851252,0.166161593673915,0.746208368055522,0.7201420648023491,0.40656142346561,0.6448617527261379,0.637050198763609,0.8263796811923391
76,0.611633201958612,0.344412775600795,0.623016049864236,0.49474083110899203,0.0328122249151316,0.0813778943964736,0.599724130518735,0.731248190067708,0.483543335460126,0.591732741706073,0.23747335653752102,0.42032405026257
77,0.508999058851041,0.17245124636218,0.5153243335639129,0.4359995888146961,0.141318535202609,0.363216802772296,0.26653972510248397,0.809055975824595,0.645562682487071,0.18113656584173396,0.8000797772780059,0.654993731528521
78,0.17521979928948,0.317434894999024,0.6914851947617721,0.10472943050748501,0.29118579546062295,0.4497947679711571,0.8503427008166909,0.565985556691885,0.277210938371718,0.290872426517308,0.558954896591604,0.539873302727938
79,0.31259913454065097,0.500766382934526,0.22553008386632398,0.20095092162901398,0.292061635660629,0.0269668794733896,0.34139778893441,0.47554242014885,0.837389324791729,0.211789019964635,0.46602983586490204,0.8149198010563851
80,0.389126628406812,0.115225099746604,0.6210566965141329,0.1084136918087,0.0186253103654524,0.0459989280755785,0.692147514037788,0.531932209245861,0.539224894344807,0.556726410798729,0.158995381556451,0.6179613159969449
81,0.165523775953334,0.534223306798376,0.241003513168544,0.144194428652879,0.11865888901917801,0.16195366780249804,0.48814120963215796,0.688995247706771,0.58317103125155,0.502586834132671,0.25803921855986106,0.706387885473669
82,0.127457112562843,0.669691365766339,0.6606647204002359,0.0426281761107716,0.49925986875052797,0.21351689988861602,0.16307710967958,0.608038639463484,0.675885844044387,0.16499537993222502,0.620037575438619,0.48975877724587896
83,0.405317318830639,0.135889993882738,0.582135197436437,0.0500765293749074,0.0214374974139408,0.40068129695622706,0.26158426012843805,0.8511282138526441,0.23242660202086,0.15531217847019402,0.14065694119781302,0.475652275979519
84,0.30659979996038594,0.28836978356819604,0.580592655700166,0.045823838152131,0.0504111275884987,0.34534128647585494,0.472011438012123,0.25922470912337303,0.334730242565274,0.46228436604142203,0.7421210363507271,0.304991408996284
85,0.42552746450295703,0.722997190405149,0.698733890168369,0.33758381468266396,0.515441682920343,0.249712591778808,0.303408028744161,0.557536118105054,0.26241347920149605,0.160111826658249,0.535081365704536,0.36800397727638495
86,0.6490006352728229,0.665851003059652,0.505045717582107,0.10392450026911301,0.10503752506868999,0.180948072634543,0.5947794923558829,0.617365495115519,0.503667971491814,0.635655040293932,0.270547006092966,0.398842222988605
87,0.43549339304212503,0.668190626571886,0.662153701754287,0.151051065725815,0.0340402115019695,0.6536886804082261,0.131032258458436,0.49368309378624,0.245895456708968,0.5157192643731829,0.417417868413031,0.42127858009189395
88,0.27887171727372306,0.6984518445748841,0.140088775632903,0.142582156161818,0.0224452699154641,0.0391151835018427,0.635563359968364,0.34530637636780703,0.301033070497215,0.405940933525562,0.13839551452547302,0.5567386146634821
89,0.33004827736876896,0.5387252167868429,0.7222111172112641,0.00588972969147748,0.304264377849586,0.27348580822254004,0.37835352811962397,0.360321156308055,0.27564026415348103,0.8228114021942021,0.43725415114313393,0.633342941477895
90,0.32180481626885,0.6273307054117321,0.253239359699655,0.0419212452813387,0.441481332099516,0.11338538070497099,0.60281245727092,0.483897017128766,0.32500463332980895,0.136082994006574,0.724364718981087,0.427260849438608
91,0.397270203309599,0.15893462897511199,0.23481436276342701,0.269538690542916,0.0772900012488944,0.0366351395584425,0.43960158098489,0.586086099222302,0.8300794819369909,0.34762679766863597,0.6074182093143461,0.634400195255876
92,0.520993820368312,0.363422355968505,0.312088808799163,0.378170606347,0.0222039652613944,0.0795037680865687,0.41798698958009495,0.7607473477721209,0.507468940503895,0.253561888635159,0.8666134923696519,0.44201222937554097
93,0.435765129732899,0.37313795331167104,0.677093987260014,0.0404311828256342,0.0306780132492896,0.0554909814302827,0.444429001770914,0.85347902122885,0.167660222761333,0.11282557006925299,0.129755961708724,0.10749625843018301
94,0.25444230728782696,0.701370603407267,0.476792776798829,0.112073918915111,0.15700745336945499,0.33198764773128997,0.66577187012881,0.41946014985442204,0.479044696316123,0.637904433347285,0.234460899047554,0.81864648219198
95,0.631166704583447,0.23874331822618802,0.594238324619364,0.0460696744057496,0.11862564104106599,0.420642378508571,0.18558078594505803,0.43447291124612103,0.8475654009729621,0.7539866965264079,0.30296443868428496,0.660967060737312
96,0.44486623623874,0.27153340306133,0.582408261611126,0.0692926082598389,0.141965348216055,0.439833130186985,0.708635547757149,0.575178965553641,0.513963732868433,0.269546603597701,0.14653410166501998,0.47766774240881205
97,0.156720838176552,0.508069557107519,0.425893215804827,0.15387976524316901,0.171827885259006,0.188719134634063,0.729318954236805,0.5367729676887391,0.36689310725778296,0.788671307265759,0.829963079839945,0.617294968292117
98,0.38829189038602596,0.332583909675013,0.17119144872529402,0.0186063658197698,0.0457941055212896,0.156006772211874,0.27597407028079,0.112471205741167,0.150608372688293,0.244210137426853,0.5628348659724,0.7367047607898709
99,0.270404374324717,0.49277175715425997,0.6673903145361689,0.00655752247001246,0.364093255122296,0.215096188542196,0.184536986425519,0.47817239407449996,0.436040027998388,0.758983033150434,0.46171984653919895,0.113336120173335
100,0.6798738262942061,0.422948476132005,0.502535228994675,0.165471056334275,0.081915582267467,0.0189351941131104,0.7341110629960899,0.27687489036470697,0.14233420863747598,0.169284353964031,0.23687405642122,0.5106419727206231
101,0.195704719023779,0.511012334891129,0.617281148026232,0.144755976881931,0.36668771692603297,0.0149233389694086,0.789495996758342,0.45115322843194,0.258800173923373,0.7726715339347721,0.511479669623077,0.633647149987519
102,0.280045529743656,0.253781057919841,0.575876779360697,0.130934150859038,0.0643510104181898,0.166015359146309,0.7664258653298021,0.39063747338950605,0.3475033570081,0.23466045577079103,0.585161466151476,0.22881352417170997
103,0.213568916933145,0.65173631955171,0.46132905969163396,0.0228816013576493,0.0597755982754608,0.0951616808997652,0.21199327502399698,0.30561893898993703,0.4452918190509079,0.748455812223256,0.8596886007115251,0.796944840811193
104,0.5959263340965839,0.6922204719670121,0.13533903305185999,0.380376698245699,0.0525487305503623,0.133738930357075,0.25976535156369196,0.47364713661372704,0.328589859977365,0.7487659268081189,0.351360411569476,0.514264325611293
105,0.521610449554864,0.295420671990141,0.597755288481712,0.0446039255077632,0.11054907569822099,0.300248589385063,0.41292575001716597,0.355811712890863,0.435235951840878,0.7830777918919921,0.7536386838182808,0.23282690979540302
106,0.235963148274459,0.658292206823826,0.18200734423939102,0.0607149699561235,0.12241442670344001,0.0906420669213513,0.5719590131193399,0.49666733387857703,0.663239278830588,0.833455651625991,0.7259365933015941,0.273516448400915
107,0.6038412691839039,0.14361595290713,0.526521097561344,0.45828748986616297,0.111900562962976,0.129276145332054,0.154292892105877,0.5368924206122759,0.36642831247299895,0.7443570896983149,0.6888231776654721,0.638445668853819
108,0.3685189438401721,0.37333461132598994,0.24264556529931697,0.219697958697164,0.17805307649184302,0.0833336756109135,0.329627474956214,0.25777545515447897,0.243537407554686,0.547578429989517,0.356426299549639,0.242625024914742
109,0.45420023960294204,0.186960844160058,0.45195769990328705,0.279270118789276,0.0550630597434188,0.286502875041962,0.6439594207331539,0.469332395493984,0.26526996791362806,0.589139423146844,0.676297083497047,0.8746289767324928
110,0.395675731869414,0.443654671593104,0.31160947137279404,0.336061352441855,0.143165063515053,0.164748509427591,0.866655137389898,0.872763888165355,0.25020363535732,0.49625583607703405,0.263402605429292,0.7895324327051642
111,0.13110225709853698,0.7115163800539449,0.37287718383828206,0.0775248893497993,0.0429303853270577,0.12556872001521,0.17373737692832902,0.592837326228619,0.541412488371134,0.7866464855149391,0.585788312554359,0.528749920800328
112,0.622049313590396,0.349999747178517,0.523977667277213,0.00243271159958991,0.0902683963873346,0.33516718614816804,0.892785281129181,0.561689713038504,0.171645715460181,0.5342051604762671,0.506886875443161,0.298238059878349
113,0.28560267459135497,0.24714856719831002,0.117354573314078,0.0783329173616982,0.22538890080491503,0.0805410694817232,0.833175678178668,0.246236822754145,0.538083678856492,0.10000197775661901,0.196687557548285,0.238390691578388
114,0.24752543284092102,0.26182738487143103,0.654515834415797,0.132479819977069,0.18444552545961498,0.543963758797816,0.565430815517902,0.127816912718117,0.5461462328210471,0.717408302612603,0.25743141528219,0.5709869721904399
115,0.7064822990726679,0.163315712111071,0.465731147730257,0.555794297407542,0.0140665394332727,0.24766558047546,0.748314353637397,0.314153935015202,0.385566479712725,0.7132532229647041,0.255093593150377,0.5668398082256321
116,0.7182938780775291,0.654877911887597,0.713734256275929,0.0675525492701299,0.45858104398310495,0.363983796019959,0.10158367380499801,0.4929129492491479,0.802528052218258,0.664833944477141,0.710782603360713,0.33440531808883
117,0.17296666758833498,0.538101299053524,0.692652875282802,0.10939446592124,0.30563797482439303,0.51287069098292,0.20479709487408398,0.4578718556091189,0.164888023398817,0.44964127000421295,0.789847769401968,0.876113571412861
118,0.702808866074774,0.641079932304565,0.48821977344574397,0.165328852447634,0.283880815184979,0.24842037373087197,0.265737309120595,0.238229116611183,0.795662273652852,0.854959379509091,0.8312570331618191,0.378081605769694
119,0.522932569261175,0.478972187230829,0.496657436201349,0.0375078129712194,0.277577727019937,0.10835278965977901,0.6779268862679599,0.7066672997549179,0.8284505810588599,0.3715614482760429,0.244676755182445,0.595068663358688
120,0.43145028232363997,0.703378933579661,0.17434235310414803,0.27888841915645896,0.26308093307815,0.0319830875287145,0.491669191047549,0.39300978463143105,0.31267841551452896,0.6010351318866011,0.315918120741844,0.8799927227199079
121,0.5115402957797051,0.396192744022701,0.203780153223779,0.345713634032805,0.0196508607767892,0.139124856556323,0.544577442109585,0.631314632296562,0.76323201302439,0.8217942424118521,0.29140892047434996,0.719638978503644
122,0.543981359570753,0.261988789900206,0.6901638901745899,0.0290745144460637,0.0720130778096013,0.159883715531499,0.303867055661976,0.552470392175019,0.619219614751637,0.391718776151538,0.18273214474320396,0.334422081708908
123,0.59568676168099,0.6841099514137021,0.634480575434864,0.40693957201370395,0.269941554827655,0.184909088087233,0.667898166179657,0.408914486505091,0.7578349610790609,0.7876324323937299,0.448399192839861,0.24734542556107
124,0.5636714758141899,0.240495240993332,0.13713115496560901,0.519519233516461,0.0365430414618727,0.028722523274578998,0.104026493430138,0.6912666549906129,0.506986476667225,0.434299251995981,0.681943666376174,0.765137446857989
125,0.326442073143553,0.568962274289224,0.6002607189887199,0.0156929417917396,0.219465156883163,0.39402924297888703,0.376279025897384,0.5154901482164861,0.3468675294891,0.278587472811341,0.86974436994642,0.281950451433659
126,0.648195742170792,0.6763646705308929,0.420559200467542,0.141318233983706,0.005308704047024639,0.0817174479844301,0.313023296371102,0.562965788133442,0.41280017774552097,0.470146307721734,0.20992267467081502,0.7373891782015559
127,0.37894298839848495,0.675087664595339,0.26026618545875,0.0334891953175668,0.0407000464288246,0.19517760719676103,0.15011216271668698,0.404469233937562,0.141910640336573,0.7896486386656759,0.826903299801052,0.8039204023778441
128,0.13022837326396303,0.22395438451552802,0.697278178641573,0.123010301164761,0.11390916471850801,0.00929340049809918,0.512148276343942,0.22166770007461303,0.795756973698735,0.6810373581945899,0.556943526677787,0.23226505964994398
129,0.324348430787213,0.674373948662542,0.148145067808218,0.305159132061425,0.47524578560283204,0.136888499622234,0.282511935383081,0.254539398103952,0.5947249853983521,0.10632062405347802,0.679340383969247,0.261751027591527
130,0.548542178601492,0.6184296822687609,0.636133310510777,0.33574979310943104,0.441029426786414,0.485772320152386,0.7599962551146751,0.33994196578860303,0.823391360789537,0.6238041823729871,0.8944388991221791,0.19811653699725895
131,0.6125905196974051,0.17211145316483498,0.6806090756296179,0.424129360141476,0.0689450968671133,0.28502610537648304,0.8465173656120899,0.765463307313621,0.800098455883563,0.360661292262375,0.157510315068066,0.352699914202094
132,0.480755417495966,0.4624805969814771,0.279095843057148,0.41393171739881107,0.197752539214148,0.272149636448345,0.26492663677781797,0.181145225465298,0.7867655146867041,0.134419326297939,0.379331668838859,0.321363568492234
133,0.16619707960868302,0.353059038151987,0.54922098786803,0.15048349394862803,0.282869838930638,0.31369856922904604,0.24408781193196805,0.870516124740243,0.309994931146503,0.147248571552336,0.855657457187772,0.569664748944342
